timestamp,P,I(t),Tamb
2023-02-22 17:00:00+00:00,0.0,0.0,8.93
2023-02-22 18:00:00+00:00,0.0,0.0,8.52
2023-02-22 19:00:00+00:00,0.0,0.0,8.43
2023-02-22 20:00:00+00:00,0.0,0.0,8.23
2023-02-22 21:00:00+00:00,0.0,0.0,8.06
2023-02-22 22:00:00+00:00,0.0,0.0,7.96
2023-02-22 23:00:00+00:00,0.0,0.0,7.89
2023-02-23 00:00:00+00:00,0.0,0.0,7.8
2023-02-23 01:00:00+00:00,0.0,0.0,7.63
2023-02-23 02:00:00+00:00,0.0,0.0,7.4
2023-02-23 03:00:00+00:00,0.0,0.0,7.1
2023-02-23 04:00:00+00:00,0.0,0.0,6.81
2023-02-23 05:00:00+00:00,0.0,0.0,6.57
2023-02-23 06:00:00+00:00,0.0,0.0,5.96
2023-02-23 07:00:00+00:00,0.35,7.42,5.91
2023-02-23 08:00:00+00:00,57.04,156.95,6.18
2023-02-23 09:00:00+00:00,92.52,242.7,7.07
2023-02-23 10:00:00+00:00,57.52,158.74,8.13
2023-02-23 11:00:00+00:00,93.53,247.7,8.97
2023-02-23 12:00:00+00:00,101.97,269.4,9.97
2023-02-23 13:00:00+00:00,50.95,143.9,10.51
2023-02-23 14:00:00+00:00,19.25,63.97,10.93
2023-02-23 15:00:00+00:00,9.0,36.16,10.94
2023-02-23 16:00:00+00:00,0.94,10.2,10.64
2023-02-23 17:00:00+00:00,0.0,0.0,9.83
2023-02-23 18:00:00+00:00,0.0,0.0,9.05
2023-02-23 19:00:00+00:00,0.0,0.0,8.35
2023-02-23 20:00:00+00:00,0.0,0.0,7.88
2023-02-23 21:00:00+00:00,0.0,0.0,7.62
2023-02-23 22:00:00+00:00,0.0,0.0,7.4
2023-02-23 23:00:00+00:00,0.0,0.0,7.25
2023-02-24 00:00:00+00:00,0.0,0.0,6.99
2023-02-24 01:00:00+00:00,0.0,0.0,6.62
2023-02-24 02:00:00+00:00,0.0,0.0,6.55
2023-02-24 03:00:00+00:00,0.0,0.0,6.41
2023-02-24 04:00:00+00:00,0.0,0.0,6.21
2023-02-24 05:00:00+00:00,0.0,0.0,6.0
2023-02-24 06:00:00+00:00,0.0,0.0,5.72
2023-02-24 07:00:00+00:00,0.98,10.2,5.25
2023-02-24 08:00:00+00:00,60.68,164.49,5.19
2023-02-24 09:00:00+00:00,98.1,253.21,5.48
2023-02-24 10:00:00+00:00,301.32,798.9,6.59
2023-02-24 11:00:00+00:00,327.89,885.87,7.37
2023-02-24 12:00:00+00:00,310.91,842.64,8.07
2023-02-24 13:00:00+00:00,310.82,837.28,8.46
2023-02-24 14:00:00+00:00,278.82,735.29,8.97
2023-02-24 15:00:00+00:00,214.33,554.45,9.05
2023-02-24 16:00:00+00:00,110.37,296.53,8.91
2023-02-24 17:00:00+00:00,0.0,0.0,8.21
2023-02-24 18:00:00+00:00,0.0,0.0,7.47
2023-02-24 19:00:00+00:00,0.0,0.0,6.95
2023-02-24 20:00:00+00:00,0.0,0.0,6.74
2023-02-24 21:00:00+00:00,0.0,0.0,6.15
2023-02-24 22:00:00+00:00,0.0,0.0,5.59
2023-02-24 23:00:00+00:00,0.0,0.0,4.79
2023-02-25 00:00:00+00:00,0.0,0.0,4.25
2023-02-25 01:00:00+00:00,0.0,0.0,3.88
2023-02-25 02:00:00+00:00,0.0,0.0,3.75
2023-02-25 03:00:00+00:00,0.0,0.0,3.33
2023-02-25 04:00:00+00:00,0.0,0.0,3.13
2023-02-25 05:00:00+00:00,0.0,0.0,2.76
2023-02-25 06:00:00+00:00,0.0,0.0,2.93
2023-02-25 07:00:00+00:00,2.52,15.76,2.86
2023-02-25 08:00:00+00:00,46.58,129.47,3.51
2023-02-25 09:00:00+00:00,48.67,134.35,4.77
2023-02-25 10:00:00+00:00,171.37,430.81,5.74
2023-02-25 11:00:00+00:00,136.38,346.15,6.27
2023-02-25 12:00:00+00:00,132.09,337.12,7.29
2023-02-25 13:00:00+00:00,260.95,666.57,6.93
2023-02-25 14:00:00+00:00,157.71,397.91,7.2
2023-02-25 15:00:00+00:00,120.62,307.84,7.19
2023-02-25 16:00:00+00:00,76.24,206.34,6.97
2023-02-25 17:00:00+00:00,0.0,0.0,6.27
2023-02-25 18:00:00+00:00,0.0,0.0,5.03
2023-02-25 19:00:00+00:00,0.0,0.0,4.15
2023-02-25 20:00:00+00:00,0.0,0.0,4.04
2023-02-25 21:00:00+00:00,0.0,0.0,3.7
2023-02-25 22:00:00+00:00,0.0,0.0,3.23
2023-02-25 23:00:00+00:00,0.0,0.0,2.41
2023-02-26 00:00:00+00:00,0.0,0.0,1.5
2023-02-26 01:00:00+00:00,0.0,0.0,0.83
2023-02-26 02:00:00+00:00,0.0,0.0,0.28
2023-02-26 03:00:00+00:00,0.0,0.0,-0.12
2023-02-26 04:00:00+00:00,0.0,0.0,-0.45
2023-02-26 05:00:00+00:00,0.0,0.0,-0.72
2023-02-26 06:00:00+00:00,0.0,0.0,-0.99
2023-02-26 07:00:00+00:00,8.85,36.47,-0.62
2023-02-26 08:00:00+00:00,163.87,410.11,0.06
2023-02-26 09:00:00+00:00,262.8,646.95,1.01
2023-02-26 10:00:00+00:00,339.71,851.88,1.98
2023-02-26 11:00:00+00:00,318.46,796.77,2.92
2023-02-26 12:00:00+00:00,346.68,873.09,3.99
2023-02-26 13:00:00+00:00,262.52,650.84,4.45
2023-02-26 14:00:00+00:00,264.75,656.3,4.71
2023-02-26 15:00:00+00:00,235.54,583.7,4.81
2023-02-26 16:00:00+00:00,114.94,298.52,4.39
2023-02-26 17:00:00+00:00,0.0,0.0,3.38
2023-02-26 18:00:00+00:00,0.0,0.0,2.34
2023-02-26 19:00:00+00:00,0.0,0.0,1.63
2023-02-26 20:00:00+00:00,0.0,0.0,1.13
2023-02-26 21:00:00+00:00,0.0,0.0,0.74
2023-02-26 22:00:00+00:00,0.0,0.0,0.45
2023-02-26 23:00:00+00:00,0.0,0.0,0.15
2023-02-27 00:00:00+00:00,0.0,0.0,-0.17
2023-02-27 01:00:00+00:00,0.0,0.0,-0.55
2023-02-27 02:00:00+00:00,0.0,0.0,-0.87
2023-02-27 03:00:00+00:00,0.0,0.0,-1.16
2023-02-27 04:00:00+00:00,0.0,0.0,-1.38
2023-02-27 05:00:00+00:00,0.0,0.0,-1.56
2023-02-27 06:00:00+00:00,0.0,0.0,-1.75
2023-02-27 07:00:00+00:00,10.41,40.89,-1.56
2023-02-27 08:00:00+00:00,156.14,389.52,-0.74
2023-02-27 09:00:00+00:00,267.1,660.55,0.64
2023-02-27 10:00:00+00:00,338.44,855.32,2.17
2023-02-27 11:00:00+00:00,377.09,971.57,3.53
2023-02-27 12:00:00+00:00,375.18,972.15,4.6
2023-02-27 13:00:00+00:00,365.41,946.42,5.34
2023-02-27 14:00:00+00:00,316.49,806.26,5.71
2023-02-27 15:00:00+00:00,236.7,594.1,5.64
2023-02-27 16:00:00+00:00,127.66,332.55,5.1
2023-02-27 17:00:00+00:00,0.0,2.78,4.18
2023-02-27 18:00:00+00:00,0.0,0.0,3.15
2023-02-27 19:00:00+00:00,0.0,0.0,2.64
2023-02-27 20:00:00+00:00,0.0,0.0,1.96
2023-02-27 21:00:00+00:00,0.0,0.0,1.38
2023-02-27 22:00:00+00:00,0.0,0.0,0.81
2023-02-27 23:00:00+00:00,0.0,0.0,0.17
2023-02-28 00:00:00+00:00,0.0,0.0,-0.42
2023-02-28 01:00:00+00:00,0.0,0.0,-0.98
2023-02-28 02:00:00+00:00,0.0,0.0,-1.44
2023-02-28 03:00:00+00:00,0.0,0.0,-1.81
2023-02-28 04:00:00+00:00,0.0,0.0,-2.1
2023-02-28 05:00:00+00:00,0.0,0.0,-2.33
2023-02-28 06:00:00+00:00,0.0,0.0,-2.56
2023-02-28 07:00:00+00:00,12.3,46.03,-2.3
2023-02-28 08:00:00+00:00,155.84,389.74,-1.09
2023-02-28 09:00:00+00:00,261.66,652.55,0.64
2023-02-28 10:00:00+00:00,297.17,752.39,2.21
2023-02-28 11:00:00+00:00,287.23,722.77,3.38
2023-02-28 12:00:00+00:00,229.38,572.79,3.86
2023-02-28 13:00:00+00:00,212.52,530.42,4.35
2023-02-28 14:00:00+00:00,101.39,258.73,4.62
2023-02-28 15:00:00+00:00,93.08,238.82,4.58
2023-02-28 16:00:00+00:00,104.41,273.62,4.26
2023-02-28 17:00:00+00:00,0.0,2.78,3.88
2023-02-28 18:00:00+00:00,0.0,0.0,3.33
2023-02-28 19:00:00+00:00,0.0,0.0,2.5
2023-02-28 20:00:00+00:00,0.0,0.0,1.17
2023-02-28 21:00:00+00:00,0.0,0.0,0.22
2023-02-28 22:00:00+00:00,0.0,0.0,-0.41
2023-02-28 23:00:00+00:00,0.0,0.0,-0.72
2023-03-01 00:00:00+00:00,0.0,0.0,-1.03
2023-03-01 01:00:00+00:00,0.0,0.0,-1.29
2023-03-01 02:00:00+00:00,0.0,0.0,-1.52
2023-03-01 03:00:00+00:00,0.0,0.0,-1.74
2023-03-01 04:00:00+00:00,0.0,0.0,-1.97
2023-03-01 05:00:00+00:00,0.0,0.0,-2.19
2023-03-01 06:00:00+00:00,0.0,0.0,-2.37
2023-03-01 07:00:00+00:00,10.03,38.96,-2.36
2023-03-01 08:00:00+00:00,148.26,369.67,-1.23
2023-03-01 09:00:00+00:00,252.84,627.45,0.43
2023-03-01 10:00:00+00:00,323.0,823.76,2.06
2023-03-01 11:00:00+00:00,355.05,925.24,3.29
2023-03-01 12:00:00+00:00,334.64,871.96,4.67
2023-03-01 13:00:00+00:00,347.41,911.66,5.2
2023-03-01 14:00:00+00:00,299.93,773.35,5.86
2023-03-01 15:00:00+00:00,202.45,511.58,6.02
2023-03-01 16:00:00+00:00,114.25,300.3,5.73
2023-03-01 17:00:00+00:00,0.35,7.42,4.71
2023-03-01 18:00:00+00:00,0.0,0.0,3.28
2023-03-01 19:00:00+00:00,0.0,0.0,2.74
2023-03-01 20:00:00+00:00,0.0,0.0,1.88
2023-03-01 21:00:00+00:00,0.0,0.0,1.1
2023-03-01 22:00:00+00:00,0.0,0.0,0.39
2023-03-01 23:00:00+00:00,0.0,0.0,-0.26
2023-03-02 00:00:00+00:00,0.0,0.0,-0.74
2023-03-02 01:00:00+00:00,0.0,0.0,-1.09
2023-03-02 02:00:00+00:00,0.0,0.0,-1.35
2023-03-02 03:00:00+00:00,0.0,0.0,-1.62
2023-03-02 04:00:00+00:00,0.0,0.0,-1.87
2023-03-02 05:00:00+00:00,0.0,0.0,-2.1
2023-03-02 06:00:00+00:00,0.0,0.0,-2.29
2023-03-02 07:00:00+00:00,37.7,118.56,-2.08
2023-03-02 08:00:00+00:00,148.21,372.05,-0.64
2023-03-02 09:00:00+00:00,246.5,620.25,1.36
2023-03-02 10:00:00+00:00,312.24,812.99,3.35
2023-03-02 11:00:00+00:00,338.51,905.8,5.14
2023-03-02 12:00:00+00:00,335.93,905.86,6.63
2023-03-02 13:00:00+00:00,330.24,886.0,7.79
2023-03-02 14:00:00+00:00,284.11,745.92,8.52
2023-03-02 15:00:00+00:00,217.97,562.82,8.76
2023-03-02 16:00:00+00:00,112.16,299.45,8.48
2023-03-02 17:00:00+00:00,0.54,8.34,7.29
2023-03-02 18:00:00+00:00,0.0,0.0,5.47
2023-03-02 19:00:00+00:00,0.0,0.0,4.76
2023-03-02 20:00:00+00:00,0.0,0.0,3.94
2023-03-02 21:00:00+00:00,0.0,0.0,3.15
2023-03-02 22:00:00+00:00,0.0,0.0,2.43
2023-03-02 23:00:00+00:00,0.0,0.0,1.85
2023-03-03 00:00:00+00:00,0.0,0.0,1.3
2023-03-03 01:00:00+00:00,0.0,0.0,0.78
2023-03-03 02:00:00+00:00,0.0,0.0,0.35
2023-03-03 03:00:00+00:00,0.0,0.0,-0.04
2023-03-03 04:00:00+00:00,0.0,0.0,-0.34
2023-03-03 05:00:00+00:00,0.0,0.0,-0.61
2023-03-03 06:00:00+00:00,0.0,0.0,-0.78
2023-03-03 07:00:00+00:00,36.0,112.24,-0.51
2023-03-03 08:00:00+00:00,92.54,235.69,0.11
2023-03-03 09:00:00+00:00,226.3,561.82,1.33
2023-03-03 10:00:00+00:00,308.98,789.35,2.6
2023-03-03 11:00:00+00:00,350.97,917.36,3.81
2023-03-03 12:00:00+00:00,362.46,958.4,5.05
2023-03-03 13:00:00+00:00,345.02,908.55,5.85
2023-03-03 14:00:00+00:00,299.84,777.47,6.38
2023-03-03 15:00:00+00:00,227.92,581.24,6.46
2023-03-03 16:00:00+00:00,119.82,314.82,5.99
2023-03-03 17:00:00+00:00,1.67,13.85,4.99
2023-03-03 18:00:00+00:00,0.0,0.0,3.5
2023-03-03 19:00:00+00:00,0.0,0.0,2.92
2023-03-03 20:00:00+00:00,0.0,0.0,2.36
2023-03-03 21:00:00+00:00,0.0,0.0,2.36
2023-03-03 22:00:00+00:00,0.0,0.0,2.1
2023-03-03 23:00:00+00:00,0.0,0.0,1.64
2023-03-04 00:00:00+00:00,0.0,0.0,1.47
2023-03-04 01:00:00+00:00,0.0,0.0,1.29
2023-03-04 02:00:00+00:00,0.0,0.0,0.99
2023-03-04 03:00:00+00:00,0.0,0.0,0.63
2023-03-04 04:00:00+00:00,0.0,0.0,0.26
2023-03-04 05:00:00+00:00,0.0,0.0,0.5
2023-03-04 06:00:00+00:00,0.0,0.0,0.26
2023-03-04 07:00:00+00:00,11.19,41.81,0.79
2023-03-04 08:00:00+00:00,23.09,71.39,2.02
2023-03-04 09:00:00+00:00,28.51,85.29,3.74
2023-03-04 10:00:00+00:00,40.95,115.89,4.76
2023-03-04 11:00:00+00:00,46.55,129.79,5.38
2023-03-04 12:00:00+00:00,18.7,61.19,5.73
2023-03-04 13:00:00+00:00,33.11,97.35,5.97
2023-03-04 14:00:00+00:00,33.83,99.2,6.22
2023-03-04 15:00:00+00:00,28.57,86.22,6.29
2023-03-04 16:00:00+00:00,16.85,56.55,6.25
2023-03-04 17:00:00+00:00,0.0,5.56,6.08
2023-03-04 18:00:00+00:00,0.0,0.0,5.53
2023-03-04 19:00:00+00:00,0.0,0.0,4.74
2023-03-04 20:00:00+00:00,0.0,0.0,4.63
2023-03-04 21:00:00+00:00,0.0,0.0,4.39
2023-03-04 22:00:00+00:00,0.0,0.0,4.24
2023-03-04 23:00:00+00:00,0.0,0.0,3.96
2023-03-05 00:00:00+00:00,0.0,0.0,3.85
2023-03-05 01:00:00+00:00,0.0,0.0,3.48
2023-03-05 02:00:00+00:00,0.0,0.0,3.42
2023-03-05 03:00:00+00:00,0.0,0.0,3.42
2023-03-05 04:00:00+00:00,0.0,0.0,3.44
2023-03-05 05:00:00+00:00,0.0,0.0,3.28
2023-03-05 06:00:00+00:00,0.0,0.0,3.21
2023-03-05 07:00:00+00:00,15.46,54.33,2.6
2023-03-05 08:00:00+00:00,40.46,114.61,3.47
2023-03-05 09:00:00+00:00,49.8,137.62,4.3
2023-03-05 10:00:00+00:00,36.08,104.76,5.44
2023-03-05 11:00:00+00:00,78.23,208.03,6.19
2023-03-05 12:00:00+00:00,21.88,69.53,6.18
2023-03-05 13:00:00+00:00,33.27,98.27,6.84
2023-03-05 14:00:00+00:00,16.07,54.7,6.81
2023-03-05 15:00:00+00:00,15.74,53.77,6.48
2023-03-05 16:00:00+00:00,10.55,39.87,6.39
2023-03-05 17:00:00+00:00,0.55,8.34,5.93
2023-03-05 18:00:00+00:00,0.0,0.0,5.22
2023-03-05 19:00:00+00:00,0.0,0.0,4.35
2023-03-05 20:00:00+00:00,0.0,0.0,4.06
2023-03-05 21:00:00+00:00,0.0,0.0,3.99
2023-03-05 22:00:00+00:00,0.0,0.0,3.79
2023-03-05 23:00:00+00:00,0.0,0.0,3.6
2023-03-06 00:00:00+00:00,0.0,0.0,3.19
2023-03-06 01:00:00+00:00,0.0,0.0,2.54
2023-03-06 02:00:00+00:00,0.0,0.0,2.17
2023-03-06 03:00:00+00:00,0.0,0.0,1.86
2023-03-06 04:00:00+00:00,0.0,0.0,1.35
2023-03-06 05:00:00+00:00,0.0,0.0,0.55
2023-03-06 06:00:00+00:00,0.0,0.0,0.54
2023-03-06 07:00:00+00:00,18.88,63.33,0.24
2023-03-06 08:00:00+00:00,30.87,90.38,1.46
2023-03-06 09:00:00+00:00,33.97,98.27,2.49
2023-03-06 10:00:00+00:00,46.9,129.79,3.11
2023-03-06 11:00:00+00:00,129.15,329.19,4.11
2023-03-06 12:00:00+00:00,182.33,462.63,4.76
2023-03-06 13:00:00+00:00,184.95,469.36,5.92
2023-03-06 14:00:00+00:00,97.13,252.06,6.69
2023-03-06 15:00:00+00:00,35.66,103.94,6.95
2023-03-06 16:00:00+00:00,13.28,47.28,6.8
2023-03-06 17:00:00+00:00,0.16,6.49,6.44
2023-03-06 18:00:00+00:00,0.0,0.0,5.96
2023-03-06 19:00:00+00:00,0.0,0.0,5.17
2023-03-06 20:00:00+00:00,0.0,0.0,4.83
2023-03-06 21:00:00+00:00,0.0,0.0,4.44
2023-03-06 22:00:00+00:00,0.0,0.0,4.17
2023-03-06 23:00:00+00:00,0.0,0.0,3.77
2023-03-07 00:00:00+00:00,0.0,0.0,3.57
2023-03-07 01:00:00+00:00,0.0,0.0,3.34
2023-03-07 02:00:00+00:00,0.0,0.0,3.37
2023-03-07 03:00:00+00:00,0.0,0.0,3.32
2023-03-07 04:00:00+00:00,0.0,0.0,3.12
2023-03-07 05:00:00+00:00,0.0,0.0,2.95
2023-03-07 06:00:00+00:00,0.0,0.0,2.78
2023-03-07 07:00:00+00:00,17.0,58.27,2.75
2023-03-07 08:00:00+00:00,37.01,105.83,3.59
2023-03-07 09:00:00+00:00,38.29,109.4,4.92
2023-03-07 10:00:00+00:00,94.34,243.79,6.29
2023-03-07 11:00:00+00:00,101.52,261.74,6.8
2023-03-07 12:00:00+00:00,52.73,145.56,7.52
2023-03-07 13:00:00+00:00,75.94,201.35,7.4
2023-03-07 14:00:00+00:00,113.58,290.86,7.68
2023-03-07 15:00:00+00:00,68.42,182.76,7.72
2023-03-07 16:00:00+00:00,39.3,113.57,7.39
2023-03-07 17:00:00+00:00,0.0,3.71,6.61
2023-03-07 18:00:00+00:00,0.0,0.0,5.8
2023-03-07 19:00:00+00:00,0.0,0.0,5.2
2023-03-07 20:00:00+00:00,0.0,0.0,5.07
2023-03-07 21:00:00+00:00,0.0,0.0,5.11
2023-03-07 22:00:00+00:00,0.0,0.0,5.13
2023-03-07 23:00:00+00:00,0.0,0.0,5.11
2023-03-08 00:00:00+00:00,0.0,0.0,5.06
2023-03-08 01:00:00+00:00,0.0,0.0,4.79
2023-03-08 02:00:00+00:00,0.0,0.0,4.28
2023-03-08 03:00:00+00:00,0.0,0.0,4.23
2023-03-08 04:00:00+00:00,0.0,0.0,4.26
2023-03-08 05:00:00+00:00,0.0,0.0,3.9
2023-03-08 06:00:00+00:00,0.0,0.0,4.36
2023-03-08 07:00:00+00:00,5.07,24.1,6.3
2023-03-08 08:00:00+00:00,17.01,57.48,9.04
2023-03-08 09:00:00+00:00,104.5,271.6,10.27
2023-03-08 10:00:00+00:00,105.75,276.17,11.21
2023-03-08 11:00:00+00:00,40.34,117.74,12.31
2023-03-08 12:00:00+00:00,103.99,275.46,12.63
2023-03-08 13:00:00+00:00,79.13,213.45,12.35
2023-03-08 14:00:00+00:00,89.17,238.31,12.45
2023-03-08 15:00:00+00:00,28.77,89.0,12.78
2023-03-08 16:00:00+00:00,30.45,93.32,12.25
2023-03-08 17:00:00+00:00,0.72,9.27,11.54
2023-03-08 18:00:00+00:00,0.0,0.0,11.31
2023-03-08 19:00:00+00:00,0.0,0.0,10.73
2023-03-08 20:00:00+00:00,0.0,0.0,10.65
2023-03-08 21:00:00+00:00,0.0,0.0,10.07
2023-03-08 22:00:00+00:00,0.0,0.0,10.45
2023-03-08 23:00:00+00:00,0.0,0.0,10.1
2023-03-09 00:00:00+00:00,0.0,0.0,9.63
2023-03-09 01:00:00+00:00,0.0,0.0,9.55
2023-03-09 02:00:00+00:00,0.0,0.0,9.56
2023-03-09 03:00:00+00:00,0.0,0.0,9.58
2023-03-09 04:00:00+00:00,0.0,0.0,9.61
2023-03-09 05:00:00+00:00,0.0,0.0,9.37
2023-03-09 06:00:00+00:00,0.0,0.0,9.24
2023-03-09 07:00:00+00:00,23.42,77.66,9.54
2023-03-09 08:00:00+00:00,12.07,44.5,9.8
2023-03-09 09:00:00+00:00,113.2,294.1,10.32
2023-03-09 10:00:00+00:00,106.39,278.44,11.4
2023-03-09 11:00:00+00:00,91.73,244.16,12.72
2023-03-09 12:00:00+00:00,89.41,239.36,13.73
2023-03-09 13:00:00+00:00,35.95,107.54,14.36
2023-03-09 14:00:00+00:00,89.93,240.73,13.71
2023-03-09 15:00:00+00:00,22.71,73.24,12.58
2023-03-09 16:00:00+00:00,30.44,93.05,12.02
2023-03-09 17:00:00+00:00,2.14,14.83,11.29
2023-03-09 18:00:00+00:00,0.0,0.0,11.1
2023-03-09 19:00:00+00:00,0.0,0.0,11.13
2023-03-09 20:00:00+00:00,0.0,0.0,11.02
2023-03-09 21:00:00+00:00,0.0,0.0,10.8
2023-03-09 22:00:00+00:00,0.0,0.0,10.7
2023-03-09 23:00:00+00:00,0.0,0.0,10.28
2023-03-10 00:00:00+00:00,0.0,0.0,10.03
2023-03-10 01:00:00+00:00,0.0,0.0,9.85
2023-03-10 02:00:00+00:00,0.0,0.0,9.57
2023-03-10 03:00:00+00:00,0.0,0.0,9.03
2023-03-10 04:00:00+00:00,0.0,0.0,8.56
2023-03-10 05:00:00+00:00,0.0,0.0,8.24
2023-03-10 06:00:00+00:00,0.0,0.0,8.01
2023-03-10 07:00:00+00:00,16.27,56.59,8.03
2023-03-10 08:00:00+00:00,79.41,210.27,8.61
2023-03-10 09:00:00+00:00,39.74,114.03,8.09
2023-03-10 10:00:00+00:00,32.32,95.49,7.22
2023-03-10 11:00:00+00:00,52.63,144.63,7.06
2023-03-10 12:00:00+00:00,24.15,75.1,6.76
2023-03-10 13:00:00+00:00,54.39,148.34,6.35
2023-03-10 14:00:00+00:00,30.26,89.93,5.81
2023-03-10 15:00:00+00:00,31.44,92.71,5.4
2023-03-10 16:00:00+00:00,35.7,103.49,5.33
2023-03-10 17:00:00+00:00,3.05,17.62,4.88
2023-03-10 18:00:00+00:00,0.0,0.0,4.43
2023-03-10 19:00:00+00:00,0.0,0.0,3.77
2023-03-10 20:00:00+00:00,0.0,0.0,3.42
2023-03-10 21:00:00+00:00,0.0,0.0,3.12
2023-03-10 22:00:00+00:00,0.0,0.0,2.57
2023-03-10 23:00:00+00:00,0.0,0.0,1.86
2023-03-11 00:00:00+00:00,0.0,0.0,1.57
2023-03-11 01:00:00+00:00,0.0,0.0,1.3
2023-03-11 02:00:00+00:00,0.0,0.0,0.36
2023-03-11 03:00:00+00:00,0.0,0.0,0.47
2023-03-11 04:00:00+00:00,0.0,0.0,0.17
2023-03-11 05:00:00+00:00,0.0,0.0,-0.49
2023-03-11 06:00:00+00:00,0.0,0.0,-0.25
2023-03-11 07:00:00+00:00,59.21,171.75,-0.29
2023-03-11 08:00:00+00:00,168.84,430.11,1.69
2023-03-11 09:00:00+00:00,234.75,598.39,3.48
2023-03-11 10:00:00+00:00,311.14,815.77,4.81
2023-03-11 11:00:00+00:00,329.76,881.53,5.82
2023-03-11 12:00:00+00:00,361.76,990.8,6.31
2023-03-11 13:00:00+00:00,158.95,407.95,6.41
2023-03-11 14:00:00+00:00,183.42,471.01,6.44
2023-03-11 15:00:00+00:00,130.1,334.11,6.4
2023-03-11 16:00:00+00:00,53.69,149.1,6.29
2023-03-11 17:00:00+00:00,4.7,23.56,6.03
2023-03-11 18:00:00+00:00,0.0,0.0,5.62
2023-03-11 19:00:00+00:00,0.0,0.0,6.18
2023-03-11 20:00:00+00:00,0.0,0.0,6.15
2023-03-11 21:00:00+00:00,0.0,0.0,6.18
2023-03-11 22:00:00+00:00,0.0,0.0,6.12
2023-03-11 23:00:00+00:00,0.0,0.0,5.98
2023-03-12 00:00:00+00:00,0.0,0.0,6.11
2023-03-12 01:00:00+00:00,0.0,0.0,6.61
2023-03-12 02:00:00+00:00,0.0,0.0,7.22
2023-03-12 03:00:00+00:00,0.0,0.0,7.64
2023-03-12 04:00:00+00:00,0.0,0.0,8.39
2023-03-12 05:00:00+00:00,0.0,0.0,8.88
2023-03-12 06:00:00+00:00,0.0,0.0,8.95
2023-03-12 07:00:00+00:00,22.15,72.84,8.81
2023-03-12 08:00:00+00:00,49.21,138.1,9.01
2023-03-12 09:00:00+00:00,245.71,630.61,9.33
2023-03-12 10:00:00+00:00,77.79,208.48,10.63
2023-03-12 11:00:00+00:00,124.75,324.13,11.08
2023-03-12 12:00:00+00:00,67.13,183.49,11.57
2023-03-12 13:00:00+00:00,182.72,471.62,12.11
2023-03-12 14:00:00+00:00,154.32,399.88,12.58
2023-03-12 15:00:00+00:00,141.0,367.61,12.86
2023-03-12 16:00:00+00:00,81.24,222.53,12.63
2023-03-12 17:00:00+00:00,5.95,28.38,11.95
2023-03-12 18:00:00+00:00,0.0,0.0,11.12
2023-03-12 19:00:00+00:00,0.0,0.0,11.32
2023-03-12 20:00:00+00:00,0.0,0.0,11.07
2023-03-12 21:00:00+00:00,0.0,0.0,10.9
2023-03-12 22:00:00+00:00,0.0,0.0,10.89
2023-03-12 23:00:00+00:00,0.0,0.0,11.21
2023-03-13 00:00:00+00:00,0.0,0.0,11.52
2023-03-13 01:00:00+00:00,0.0,0.0,11.6
2023-03-13 02:00:00+00:00,0.0,0.0,11.7
2023-03-13 03:00:00+00:00,0.0,0.0,11.84
2023-03-13 04:00:00+00:00,0.0,0.0,11.83
2023-03-13 05:00:00+00:00,0.0,0.0,11.7
2023-03-13 06:00:00+00:00,0.0,0.0,11.68
2023-03-13 07:00:00+00:00,24.89,81.26,12.16
2023-03-13 08:00:00+00:00,17.07,58.41,12.45
2023-03-13 09:00:00+00:00,25.59,80.66,12.79
2023-03-13 10:00:00+00:00,22.62,73.24,13.57
2023-03-13 11:00:00+00:00,97.48,260.15,14.28
2023-03-13 12:00:00+00:00,132.01,346.79,15.04
2023-03-13 13:00:00+00:00,186.23,486.21,15.88
2023-03-13 14:00:00+00:00,216.73,565.76,16.06
2023-03-13 15:00:00+00:00,33.13,101.05,15.72
2023-03-13 16:00:00+00:00,14.1,50.99,15.13
2023-03-13 17:00:00+00:00,4.45,23.35,14.26
2023-03-13 18:00:00+00:00,0.0,0.0,13.2
2023-03-13 19:00:00+00:00,0.0,0.0,12.73
2023-03-13 20:00:00+00:00,0.0,0.0,12.03
2023-03-13 21:00:00+00:00,0.0,0.0,11.3
2023-03-13 22:00:00+00:00,0.0,0.0,10.44
2023-03-13 23:00:00+00:00,0.0,0.0,9.78
2023-03-14 00:00:00+00:00,0.0,0.0,9.38
2023-03-14 01:00:00+00:00,0.0,0.0,9.45
2023-03-14 02:00:00+00:00,0.0,0.0,9.44
2023-03-14 03:00:00+00:00,0.0,0.0,9.38
2023-03-14 04:00:00+00:00,0.0,0.0,9.2
2023-03-14 05:00:00+00:00,0.0,0.0,9.07
2023-03-14 06:00:00+00:00,0.0,0.0,8.33
2023-03-14 07:00:00+00:00,26.79,84.35,7.32
2023-03-14 08:00:00+00:00,139.93,356.44,7.19
2023-03-14 09:00:00+00:00,113.81,291.17,7.86
2023-03-14 10:00:00+00:00,333.1,852.47,8.79
2023-03-14 11:00:00+00:00,328.16,843.9,9.0
2023-03-14 12:00:00+00:00,64.67,175.22,8.98
2023-03-14 13:00:00+00:00,56.45,155.75,9.4
2023-03-14 14:00:00+00:00,179.84,452.93,7.8
2023-03-14 15:00:00+00:00,27.31,83.44,7.74
2023-03-14 16:00:00+00:00,9.86,38.01,7.26
